URL/source file,Signal type,Signal value,Present/missing,SEO/AEO/GEO importance,Notes
/collection/blush-green-handwoven-cotton-drape,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/blush-green-handwoven-cotton-drape,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-kapi-cotton-black-line-border,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/brown-and-mustard-light-silk,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,html lang,en,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,og:locale,en_IN,present,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,geo meta,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,hreflang,missing,missing/not applicable,Language/geographic clarity,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,FAQPage,missing,missing/not applicable,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,Organization/OnlineStore,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,Product facts,present,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
/collection/kesari-sunset-chiffon-saree,Brand naming,From The Trunk visible,present,Answer/entity consistency,LocalBusiness and PostalAddress are not recommended unless truthful business/location data is approved.
